,LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND,Core inflation,Core inflation index,"Gross domestic product per capita, volume",Real net disposable income of households and non-profit institutions serving households,Unemployment rate
772,ITA,2008,19.185,1.637,562.602,33096.04,,,30018.6924095441,1133705589101.03,6.77272366874067
773,ITA,2009,18.964,1.698,557.06,32919.66,,,28253.4392289545,1109293920870.33,7.84808127187007
774,ITA,2010,18.75,1.672,582.095,34505.09,,,28596.8364777982,1088209568812.9,8.47590319724666
775,ITA,2011,18.544,1.627,574.551,34116.52,,,28747.4661317945,1083812972960.57,8.57907327935727
776,ITA,2012,16.633,1.461,510.916,30419.79,,,27803.7786254469,1022796692458.82,10.8799339197914
777,ITA,2013,17.063,1.497,519.224,31274.91,,,27230.9423062893,1016536501484.31,12.3232970253228
778,ITA,2014,17.007,1.508,516.479,31396.31,,,27250.74808482,1020990718419.59,12.7511129459941
779,ITA,2015,17.861,1.582,551.703,33505.24,,,27464.5473322087,1031949000000.0,11.9874969291185
780,ITA,2016,17.647,1.54,577.766,35028.51,,,27909.7233312041,1044544991063.55,11.677057317985
781,ITA,2017,17.609,1.528,594.489,35988.41,,,28450.7210556928,1055219520223.79,11.2696827909696
782,ITA,2018,17.896,1.554,625.637,37802.09,,,28732.2553492815,1064027363985.64,10.5836969362216
783,ITA,2019,18.267,1.581,651.265,38899.46,,,28941.8005628747,1065120688988.91,9.87003091921122
784,ITA,2020,17.655,1.699,662.612,39384.9,,,26453.9384140689,1037823226432.94,9.3273116233242
785,ITA,2021,17.111,1.606,691.708,40902.89,,,28795.2926613138,1068495615697.89,9.48794555625562
786,ITA,2022,17.435,1.57,748.081,44147.0,,,30011.4435305455,1050307478754.11,8.09818298328182
787,JPN,1980,21.181,1.295,113.323,13236.92,5.963010233663,0.738111489309553,2303761.29355557,185667733166015.0,2.01477897904099
788,JPN,1984,19.458,1.214,145.151,17430.17,2.65751527666905,0.836706510939516,2599053.83179857,209266293434819.0,2.71638265564367
789,JPN,1985,17.973,1.142,147.09,17773.91,2.53061710775723,0.85788034904707,2746674.97513826,216696475494402.0,2.61874484705357
790,JPN,1986,18.892,1.188,162.442,19733.78,1.60833789174927,0.871677963766665,2810250.58882822,222267044450859.0,2.7670883973312
791,JPN,1987,20.271,1.271,185.826,22683.59,1.23423381917155,0.882436507989739,2911821.7422848,227614509045989.0,2.84367979836721
792,JPN,1988,20.631,1.238,199.967,24511.55,0.975898950949015,0.891048196614002,3107059.26368568,241343612605765.0,2.52456313435055
793,JPN,1989,22.319,1.293,227.937,28051.98,2.54119726437086,0.913691489010583,3261689.5549551,253320872150977.0,2.25831749365305
794,JPN,1990,21.422,1.213,233.282,28805.19,2.58704429063269,0.937329092511028,3432133.90597818,265925026112715.0,2.10182767624021
795,JPN,1991,22.868,1.297,266.744,33066.65,2.68769213187539,0.962521612780226,3532227.81048269,276477366739538.0,2.09710479118627
796,JPN,1992,22.009,1.302,275.869,34325.0,2.4623051242346,0.986221831773579,3547834.90541273,278949536157043.0,2.16234703959869
797,JPN,1993,22.255,1.383,296.49,37010.55,1.42806700267556,1.00030574032632,3543350.70833162,279177056365743.0,2.50292869109552
798,JPN,1994,21.057,1.361,299.07,37436.98,0.909195948358063,1.00940047958856,3568866.49189552,282307127096099.0,2.886665161889
799,JPN,1995,21.039,1.299,297.368,37311.36,0.530396903997139,1.01475430848123,3653418.47635448,287454622123017.0,3.14968503149685
800,JPN,1996,21.039,1.265,302.192,38002.76,0.418771793628568,1.01900381329978,3759670.19592557,287510124834479.0,3.354979698772
801,JPN,1997,19.496,1.226,298.214,37591.96,1.60879578303668,1.03539750367713,3787522.51787542,290735178425506.0,3.39599012879225
802,JPN,1998,17.942,1.168,281.881,35629.76,0.72581295470493,1.04291255289151,3729405.85204473,292307626864318.0,4.10481635056555
803,JPN,1999,18.152,1.246,302.756,38338.3,-0.108824066668218,1.04177761303966,3709963.10837606,290473532821651.0,4.67983626104808
804,JPN,2000,18.406,1.295,340.098,43139.05,-0.583446606750865,1.03569939690649,3805196.67904534,289904232841451.0,4.73081991846387
805,JPN,2001,18.859,1.365,366.913,46652.62,-0.819722201744856,1.02720953900671,3810843.84733977,283142062062716.0,5.0330766192733
806,JPN,2002,18.64,1.37,384.942,49058.93,-0.716540990814526,1.01984916159817,3804423.07692308,284270553291188.0,5.35678692445685
807,JPN,2003,19.527,1.462,428.518,54729.46,-0.322423809050062,1.01656092508478,3855744.55082502,283736867761401.0,5.25000000000001
808,JPN,2004,19.459,1.466,448.278,57272.45,-0.455961872681993,1.01192579485381,3936950.22468567,288496458208582.0,4.71709948563543
809,JPN,2005,19.794,1.516,489.158,62501.19,-0.378867635881728,1.00809193551797,4007310.86845916,293474448036007.0,4.42665263368917
810,JPN,2006,19.789,1.521,506.852,64803.06,-0.352847794403039,1.00453490535794,4059666.92219841,297988720294032.0,4.12514223550448
811,JPN,2007,19.972,1.554,537.234,68766.49,-0.206698088620437,1.00245855090904,4115339.89685888,301187682341336.0,3.84073598524041
812,JPN,2008,19.9,1.61,557.041,71336.34,0.216402345511712,1.00462789472599,4062892.73302355,297006894449683.0,3.96534072464854
813,JPN,2009,20.982,1.88,623.452,79831.16,-0.704048276451956,0.997554829348416,3831912.61696112,298141827270279.0,5.04454384843814
814,JPN,2010,20.473,1.855,648.83,83095.66,-1.18213081794858,0.985762426284754,3988660.05951126,301947781227745.0,5.02871216214519
815,JPN,2011,18.911,1.983,707.419,90431.49,-0.863174087684795,0.977253580454931,3996226.2674938,301351844141681.0,4.58508111386264
816,JPN,2012,18.887,2.016,749.96,95716.64,-0.482758620689711,0.972535804549286,4060025.71500251,304023616454781.0,4.34650147252973
817,JPN,2013,18.854,2.013,812.268,103519.5,-0.164587664587613,0.9709351305813,4148556.14805274,304769905366106.0,4.03620321328798
818,JPN,2014,18.803,2.017,813.859,103584.72,1.89154013015179,0.989300758213987,4163164.96676149,299013973993893.0,3.59007339033067
819,JPN,2015,19.735,2.121,891.136,113299.92,1.08149535893702,1.0,4233193.29714421,301349499571892.0,3.36595305778471
820,JPN,2016,18.569,1.979,797.703,101368.91,0.37910699241801,1.00379106992418,4271052.44499067,305478503169332.0,3.11568072071175
821,JPN,2017,18.272,1.947,806.324,102380.57,-0.0251783466223973,1.00353833192923,4350385.93278929,307334169353773.0,2.81976060504783
822,JPN,2018,17.796,1.911,810.493,102779.43,0.201477501679799,1.0055602358888,4387483.68830225,308384472627375.0,2.43831216235947
823,JPN,2019,20.7,2.271,954.452,120865.12,0.444034852546976,1.0100252737995,4379400.61933835,311888993123280.0,2.35695512743232
824,JPN,2020,18.096,1.991,835.93,105545.36,0.108432730001903,1.01112047177759,4208914.44008515,324826136295450.0,2.78528999855122
825,KOR,1970,20.498,0.539,3.976,128.19,,,,,
826,KOR,1971,19.623,0.448,3.628,119.3,,,2423936.38050056,,4.42971077159604
827,KOR,1972,20.103,0.418,3.754,125.78,,,2550565.58722579,,4.47307869305108
828,KOR,1973,20.079,0.357,3.853,131.4,,,2879166.05577222,,3.9248397576609
829,KOR,1974,19.946,0.308,3.826,132.73,,,3099495.56093624,,4.02521008403361
830,KOR,1975,20.461,0.475,6.505,229.5,,,3286692.55406593,99158581337414.4,4.10891495120151
831,KOR,1976,20.913,0.489,7.968,285.64,,,3662280.67728528,114489520570239.0,3.86492138486562
832,KOR,1977,20.377,0.451,8.546,311.18,,,4050450.40096671,125971210796895.0,3.78492039651547
833,KOR,1978,20.877,0.501,11.123,411.21,,,4426381.5629311,140701754896216.0,3.1554624882663
834,KOR,1979,21.138,0.659,16.948,636.13,,,4737795.065807,148940036981214.0,3.81841323716589
835,KOR,1980,21.059,0.724,19.307,736.06,,,4587711.15307942,135818154494157.0,5.18328598156746
836,KOR,1981,21.515,0.768,23.16,896.83,,,4844035.84433024,143756839793853.0,4.4949942109923
837,KOR,1982,21.542,0.76,25.939,1020.09,,,5167466.81584702,155980816598731.0,4.35071846726983
838,KOR,1983,21.544,0.736,29.488,1176.88,,,5772949.135555,173200085800150.0,4.05476914935838
839,KOR,1984,21.316,0.692,31.634,1278.2,,,6303744.49339207,193104906501983.0,3.78742415149697
840,KOR,1985,21.452,0.704,35.477,1447.67,,,6731252.75694751,208925516811074.0,3.98922524371473
841,KOR,1986,21.47,0.676,39.33,1620.93,,,7419532.19779687,242322818713973.0,3.79126334077935
842,KOR,1987,21.475,0.658,44.306,1844.09,,,8281586.66090049,274292517327955.0,3.07592010904996
843,KOR,1988,21.153,0.675,52.782,2218.49,,,9184109.34786229,307656246625029.0,2.51372435712222
844,KOR,1989,21.51,0.789,67.744,2875.67,,,9736863.05920045,332358588430205.0,2.56563948793299
845,KOR,1990,21.222,0.766,75.144,3221.37,,0.441402031396564,10593806.7134759,362272926635589.0,2.44786096552928
846,KOR,1991,21.219,0.731,79.721,3451.58,8.89428598096334,0.480661590394756,11619874.8152254,407452010035831.0,2.40731682066643
847,KOR,1992,20.58,0.733,85.532,3741.85,6.382092870126,0.511337859484774,12212649.7211301,429369825582722.0,2.51329051498005
848,KOR,1993,21.279,0.74,93.46,4130.43,5.28750415941813,0.538374870073711,12920556.6240525,451847106062273.0,2.89354440244995
849,KOR,1994,22.389,0.736,101.429,4527.95,5.60476323817672,0.568549506875184,13976752.8336544,483052828368153.0,2.46743577796116
850,KOR,1995,22.904,0.756,115.405,5203.96,5.29892821257109,0.598676537097427,15167327.5231189,511685638070211.0,2.06678015941494
851,KOR,1996,22.837,0.805,130.478,5939.97,5.02446703393001,0.628756842343761,16208852.2789676,543364727747156.0,2.05674860496543
852,KOR,1997,23.065,0.799,135.67,6234.52,3.48276843564951,0.650654987185896,17048374.4614179,552032675679511.0,2.60302647392722
853,KOR,1998,22.294,0.809,128.674,5955.87,4.78364199036353,0.681779992365315,16057528.0316288,535450162907389.0,7.07375179791621
854,KOR,1999,22.414,0.856,147.512,6876.52,-0.210903081564253,0.680342097351928,17772130.3387176,546114625767176.0,6.43159822569961
855,KOR,2000,24.478,0.944,175.568,8253.12,1.82451957341485,0.692755072084295,19221215.5377808,550535453333123.0,4.39914171165455
856,KOR,2001,26.517,1.139,221.635,10498.89,3.50793468992991,0.717056467574189,19999890.2258814,564700184366680.0,3.96977749338642
857,KOR,2002,27.74,1.114,236.974,11290.56,3.08413915203072,0.739171486832813,21420554.0980166,590682496661455.0,3.25434613343991
858,KOR,2003,28.558,1.223,269.091,12887.39,3.2488907971949,0.763186361244013,21980771.3188006,604948594251181.0,3.57429808911301
859,KOR,2004,28.51,1.217,286.454,13773.43,2.39060622862947,0.781431141931963,23031347.8776283,632343254187599.0,3.66006622619686
860,KOR,2005,27.579,1.254,308.164,14848.75,2.31877027217603,0.799550734948607,23972804.8147764,647224477322254.0,3.73837554933742
861,KOR,2006,28.059,1.36,351.33,17017.83,1.99133779087195,0.815472490890833,25103007.96895,667332030859719.0,3.48262899952375
862,KOR,2007,27.469,1.361,381.905,18592.52,2.53333016212115,0.836131101466371,26424665.1877414,695266703394627.0,3.25211598333084
863,KOR,2008,26.395,1.385,399.108,19578.13,3.57805236282198,0.866048310098678,27014968.9124452,708903081310082.0,3.17078783328706
864,KOR,2009,25.936,1.468,427.538,21080.97,2.95442792633215,0.891635083227761,27089403.3422568,715996070709107.0,3.65187067785592
865,KOR,2010,25.155,1.464,464.663,23025.96,1.84480793055821,0.908084037954786,28789159.3009646,740984089049299.0,3.69643814901571
866,KOR,2011,24.661,1.459,477.438,23841.65,2.55854886766206,0.931317811825298,29621290.8264413,756207210855740.0,3.38734108399379
867,KOR,2012,23.782,1.435,484.619,24327.8,1.56854800921248,0.945925978822125,30174035.8565737,771081664453394.0,3.20085524240048
868,KOR,2013,22.588,1.389,473.375,23871.78,1.51692372788941,0.960274954443148,30987598.4056793,801730533596085.0,3.10342648262372
869,KOR,2014,21.747,1.393,480.067,24361.8,1.67089439671999,0.976320134850044,31779563.3239403,827574756007687.0,3.50455761411108
870,KOR,2015,21.061,1.388,519.359,26495.07,2.42542013676621,1.0,32500644.9083603,876868099999999.0,3.59669686469752
871,KOR,2016,20.976,1.441,554.942,28422.91,1.875082099309,1.01875082099309,33325789.761412,887941302760192.0,3.68770143184709
872,KOR,2017,20.608,1.452,574.407,29502.64,1.53595727115553,1.03439839830309,34282378.0226627,902730366123728.0,3.68939094762666
873,KOR,2018,20.16,1.51,618.331,31896.64,1.16737619479876,1.04647371896426,35126593.0018416,929504375444290.0,3.86852469582132
874,KOR,2019,19.503,1.594,641.797,33222.51,0.736555317047896,1.0541815767828,35789943.0116874,953769206829543.0,3.76041162453126
875,KOR,2020,20.123,1.68,722.445,37448.83,0.355842124849884,1.0579327989054,35487369.781619,979608297020818.0,3.97831287179588
876,KOR,2021,17.677,1.65,740.501,38335.4,1.37248856259521,1.07245280557032,37080102.4253551,989064323748267.0,3.61480346120573
877,KOR,2022,17.579,1.709,803.251,41506.04,3.60219650159207,1.1110846630138,38135112.7295266,1008365122283930.0,2.86776682309075
878,LTU,2004,33.914,1.869,267.716,904.1,,,8038.73657973246,17745350070.4554,10.8827958338562
879,LTU,2005,34.341,1.94,304.161,1010.58,,,8802.57468141459,18967549962.1963,8.32427941458428
880,LTU,2006,30.993,1.811,313.348,1024.62,,,9607.27917749393,20875891712.4165,5.78111863903862
881,LTU,2007,28.47,1.641,329.984,1066.28,,,10801.9685967912,21181357285.6302,4.25138936987747
882,LTU,2008,26.126,1.645,351.979,1125.71,,,11198.9670070736,22768141171.9914,5.82519466807443
883,LTU,2009,26.661,1.964,352.772,1115.79,,,9643.68182588472,20078209622.1456,13.7853181290186
884,LTU,2010,26.716,1.821,366.467,1135.05,,,10010.6543563034,20018502600.7675,17.8136785073201
885,LTU,2011,26.038,1.689,386.597,1170.66,,,10857.6669740086,20136659897.5819,15.3899368946782
886,LTU,2012,28.942,1.816,453.815,1355.9,,,11427.2604190479,20385236670.5427,13.3645716614037
887,LTU,2013,28.173,1.726,468.395,1385.37,,,11953.2944775465,21120018761.8404,11.7695234520296
888,LTU,2014,27.836,1.724,495.942,1454.28,,,12482.9557002926,21373703333.4803,10.6986899563319
889,LTU,2015,26.869,1.744,515.108,1496.34,,,12856.0603498904,22243458528.9528,9.11922389583866
890,LTU,2016,27.189,1.805,570.369,1635.95,,,13348.4268230139,23709367473.4062,7.86098609184123
891,LTU,2017,24.005,1.552,535.543,1514.73,,,14116.1012511301,23919458880.649,7.07340912598383
892,LTU,2018,22.054,1.44,528.595,1480.88,,,14820.5446473604,24817347585.2008,6.14780679296791
893,LTU,2019,22.458,1.57,602.343,1683.03,,,15553.1390812262,26762549957.0843,6.25520700501573
894,LTU,2020,21.624,1.618,622.44,1739.65,,,15545.1494215326,28882802259.4719,8.48816642803017
895,LTU,2021,19.624,1.535,654.752,1833.85,,,16442.7239999573,29874965707.7142,7.11098291395898
896,LUX,1976,17.587,0.71,60.128,21.69,,,35606.8669468339,,
897,LUX,1977,16.39,0.719,63.006,22.77,,,36095.7845655637,,
898,LUX,1978,16.285,0.754,74.606,27.01,,,37504.4294539279,,
899,LUX,1979,15.969,0.751,83.703,30.37,,,38288.9693491874,,
900,LUX,1980,15.579,0.749,93.153,33.92,,,38462.5941718144,,
901,LUX,1981,15.692,0.774,102.724,37.52,,,38146.0026359034,,
902,LUX,1982,15.163,0.729,103.473,37.82,,,38556.4435278221,,
903,LUX,1983,14.993,0.707,106.374,38.89,,,39698.0668995323,,
904,LUX,1984,15.4,0.713,115.811,42.39,,,42119.6096001339,,
905,LUX,1985,16.106,0.755,128.669,47.18,,,43224.6053339535,,1.53253677466158
906,LUX,1986,16.361,0.762,144.592,53.26,,,47320.6859405307,,1.32891873389614
907,LUX,1987,16.152,0.819,164.381,60.94,,,48871.8459995656,,1.558148194191
908,LUX,1988,15.491,0.813,183.43,68.5,,,52554.3427959782,,1.41827047698088
909,LUX,1989,15.674,0.802,207.18,78.13,,,57138.227187189,,1.27896413793365
910,LUX,1990,14.939,0.793,220.448,84.18,,,59500.3690628938,,1.02334065473781
911,LUX,1991,15.004,0.764,232.561,90.0,,,63775.3212671125,,1.12727117698869
912,LUX,1994,12.248,0.646,227.52,91.67,,,67343.6143292208,,2.42953928911928
913,LUX,1995,12.038,0.664,252.509,103.18,,,67357.3008849557,,2.57748425445163
914,LUX,1996,11.524,0.642,255.563,105.86,,,67505.9764224465,,2.82122717831273
915,LUX,1997,12.647,0.67,287.122,120.43,,,70228.2505656782,,3.02873629518734
916,LUX,1998,12.309,0.67,298.88,126.93,,,73961.0743306013,,2.8038447153749
917,LUX,1999,11.965,0.672,338.318,145.64,,,78869.0075996087,,2.66761893122179
918,LUX,2000,11.036,0.654,376.489,164.26,,,83243.576863665,,2.3863348083199
919,LUX,2001,10.958,0.699,407.024,179.71,,,84845.8274302837,,2.2101646501052
920,LUX,2002,10.879,0.735,462.209,206.23,,,86651.5728198814,,2.49105457093031
921,LUX,2003,10.965,0.763,483.735,218.47,,,87831.9071688535,,3.28454152684678
922,LUX,2004,10.412,0.758,497.269,227.8,,,90364.8192413721,,3.69464224894072
923,LUX,2005,10.208,0.727,498.272,231.78,,,91178.7545630234,,4.09945697394952
924,LUX,2006,10.198,0.677,525.621,248.43,,,95197.9595073215,,4.23108407075967
925,LUX,2007,10.673,0.657,542.908,260.59,,,101224.7597254,,4.18200020415953
926,LUX,2008,10.226,0.637,555.407,271.4,,,99136.0621390976,15794064665.5297,4.15392931999156
927,LUX,2009,9.86,0.685,563.008,280.26,,,94164.442071543,16405680334.0361,5.47477227911476
928,LUX,2010,9.668,0.644,543.835,275.7,,,95880.4818555458,16686089935.5571,5.82313367383867
929,LUX,2011,8.877,0.528,428.823,222.28,,,94651.9016219858,17007181401.8638,5.66250678496468
930,LUX,2012,12.526,0.663,554.233,294.27,,,94012.8353715899,17486699942.2558,6.09884664747869
931,LUX,2013,12.198,0.639,565.568,307.31,,,94532.7025168478,18296808135.7138,6.83027316798359
932,LUX,2014,11.697,0.612,550.605,306.31,,,94752.4076478754,18781983635.4985,7.09159301914599
933,LUX,2015,11.681,0.594,548.094,312.2,,,95028.5950122937,18927321864.8435,6.78845115593604
934,LUX,2016,11.603,0.588,565.786,329.3,,,97254.5961908838,19268169426.3349,6.35332249208943
935,LUX,2017,11.433,0.587,570.39,340.14,,,96420.4926161186,20177626806.4087,5.9186950685945
936,LUX,2018,11.277,0.595,596.77,362.81,,,95726.2986895662,20660589423.6247,5.45459583830661
937,LUX,2019,10.601,0.58,570.325,353.6,,,96510.6645213195,21543465039.9394,5.36812252601422
938,LUX,2020,10.806,0.62,610.829,385.08,,,94204.5372436175,22723327324.4789,6.36283754286577
939,LUX,2021,10.903,0.618,683.994,437.8,,,99375.1852464285,22842603277.5384,5.74673443730294
940,LUX,2022,10.975,0.599,706.372,461.33,,,98588.0706573577,23195183412.1331,4.81780514323506
941,LVA,2004,23.68,1.469,188.585,426.79,,,8477.20555059654,10360920582.6996,11.7376408738183
942,LVA,2005,22.548,1.315,189.344,423.9,,,9487.66137174763,11528585956.2518,9.99290134411506
943,LVA,2006,23.176,1.322,217.575,482.66,,,10719.6901106658,13136214785.7679,6.99353829257468
944,LVA,2007,27.619,1.522,299.618,659.26,,,11879.8764639202,14442135616.694,6.03454661274314
945,LVA,2008,21.484,1.2,240.268,523.14,,,11616.860828617,15012246584.6235,7.7821805256104
946,LVA,2009,24.354,1.485,245.2,525.14,,,10126.457720118,12919410481.435,17.5682415888274
947,LVA,2010,25.794,1.573,277.587,582.25,,,9881.4780383047,12270390435.216,19.4818105073807
948,LVA,2011,26.092,1.494,281.155,579.1,,,10325.1559515743,11515313001.9078,16.1969147961707
949,LVA,2012,25.519,1.381,295.051,600.23,,,11189.0974858013,11980499612.5943,15.025311746915
950,LVA,2013,26.284,1.422,323.219,650.53,,,11531.928457338,12301297371.0966,11.860438368769
951,LVA,2014,26.97,1.473,346.969,691.78,,,11860.6694973047,12755485061.4782,10.8260624942266
952,LVA,2015,27.649,1.563,388.369,768.01,,,12427.0291997271,13580054076.8102,9.88353581901969
953,LVA,2016,28.286,1.735,456.477,894.48,,,12838.0836073204,14205092029.2574,9.64308288736249
954,LVA,2017,27.404,1.635,459.41,892.29,,,13387.5258038609,14726857128.5944,8.71298744357258
955,LVA,2018,26.487,1.639,492.906,949.92,,,14029.5395878001,15371339946.6045,7.40489303383374
956,LVA,2019,23.677,1.566,479.593,917.86,,,14208.3109683941,15583433019.1237,6.29869238425373
957,LVA,2020,22.889,1.657,509.939,969.11,,,13797.9474575495,15832334976.4217,8.09621816310779
958,LVA,2021,16.784,1.518,523.942,987.36,,,14866.391009515,16383848677.4053,7.55060187249221
959,MEX,1999,18.935,0.832,90.205,8760.32,17.1547128340347,0.461848869298844,170089.473790444,,3.53205499972027
960,MEX,2000,19.936,0.887,103.114,10169.68,9.72247489511248,0.506752009669785,176536.774356763,,3.60675262347464
961,MEX,2001,19.889,0.959,112.922,11303.39,6.46681817246061,0.53952274072042,173631.053874288,,3.58183613147865
962,MEX,2002,21.64,1.098,129.947,13195.94,4.49088647363702,0.563752094505629,171049.524867528,,3.90419853425969
963,MEX,2003,35.894,2.087,247.284,25464.94,3.85511662252138,0.585485395210728,170925.49565508,,4.00279419762694
964,MEX,2004,35.048,2.087,269.151,28097.78,3.82224364582886,0.607864073526426,174961.374282694,,4.69183803260349
965,MEX,2005,35.603,2.078,274.714,29067.9,3.54175386204398,0.629393122826526,176651.694993898,,3.59349316857078
966,MEX,2006,34.725,1.964,285.489,30619.74,3.34488506930008,0.650445599419152,182986.849600659,,3.59880483103516
967,MEX,2007,33.928,1.956,295.376,32129.34,3.84237786394562,0.675438177148242,184442.904426089,,3.72100490154284
968,MEX,2008,33.143,1.889,298.247,32918.8,4.71617218629408,0.707293004594519,183659.054397528,,3.97463474680455
969,MEX,2009,32.454,1.989,295.992,33151.02,5.00748402614759,0.742710588817649,169741.387198235,,5.48553746283631
970,MEX,2010,25.476,1.462,227.703,25872.5,3.88732002202498,0.771582126242457,175931.07639467,,5.38063810882841
971,MEX,2011,22.593,1.247,206.052,23746.15,3.21375659262304,0.796378897692075,179798.473970093,,5.23387232567712
972,MEX,2012,23.389,1.325,227.68,26597.17,3.42171523151688,0.823628715734991,184007.713566942,,4.95376172024894
973,MEX,2013,22.564,1.311,226.219,26771.56,2.72164397437505,0.846044957048015,183472.452415495,,4.92800093199504
974,MEX,2014,23.036,1.279,227.957,27305.66,3.18087451592916,0.872956585480059,185995.516660411,,4.82890756394329
975,MEX,2015,22.633,1.295,240.501,29118.01,2.3627479406364,0.893582349226139,188981.785897935,,4.35283395550575
976,MEX,2016,22.725,1.262,250.617,30638.27,2.97047807106042,0.920126016956768,193270.158619735,,3.88469371631689
977,MEX,2017,22.965,1.253,252.536,31162.96,4.68380468239557,0.963222922422929,194641.817273159,,3.41886716678273
978,MEX,2018,22.651,1.219,254.189,31665.27,3.81812732244355,0.999999999999998,196022.221966057,,3.28727739393664
979,MEX,2019,22.155,1.207,247.519,31128.73,3.7050057938042,1.03705005793804,192936.988547199,,3.4668483437481
980,MEX,2020,21.516,1.339,263.922,33465.06,3.75849845309769,1.07602756832349,174260.14072134,,4.40656872242765
981,MEX,2021,22.102,1.343,279.02,35616.39,4.67840052095635,1.12636844768557,182652.784929784,,4.13417945998844
982,MLT,2014,17.32,1.574,516.201,224.32,,,,,
983,MLT,2015,17.907,1.593,575.784,256.25,,,,,
984,MLT,2016,16.532,1.482,570.587,259.82,,,,,
985,MLT,2017,17.027,1.487,622.204,291.19,,,,,
986,MLT,2018,16.801,1.439,633.735,307.13,,,,,
987,MLT,2019,19.672,1.8,817.212,411.93,,,,,
988,MLT,2020,21.957,2.36,947.614,488.34,,,,,
989,NLD,1972,11.687,0.653,36.08,480.9,,,20361.5896728829,142044106232.066,3.2069316029806
990,NLD,1973,11.175,0.629,38.209,513.5,,,21144.9131080528,149572597816.285,3.24720412899759
991,NLD,1974,10.327,0.601,41.167,557.61,,,21812.9413135055,154242914466.128,3.93404795633763
992,NLD,1975,9.894,0.609,44.807,612.35,,,21606.6170724688,157649266208.598,5.58585094689543
993,NLD,1976,9.525,0.581,46.871,645.6,,,22526.1930542905,164550302737.039,5.98097828376269
994,NLD,1977,9.183,0.568,49.722,688.96,,,22910.2682214081,168695614915.715,5.75789166782879
995,NLD,1978,8.954,0.564,54.18,755.36,,,23339.5692428366,175152625121.619,5.61486574737249
996,NLD,1979,8.645,0.559,58.294,818.35,,,23607.6651945786,177975835145.361,5.3280525970668
997,NLD,1980,8.412,0.548,63.144,893.47,,,23811.3241295171,194762858908.787,5.85961993079312
998,NLD,1981,8.378,0.553,67.711,964.69,,,23524.4286933839,192604727672.409,8.36881679712694
999,NLD,1982,8.651,0.591,74.904,1072.08,,,23117.2130677839,192191691212.074,12.0388341399664
1000,NLD,1983,8.547,0.584,77.52,1113.74,,,23431.8124623921,188966712380.299,15.2973427527383
1001,NLD,1984,9.244,0.606,87.005,1254.98,,,24070.6209091566,193559507934.389,14.7457181803948
1002,NLD,1985,9.595,0.628,93.786,1359.11,,,24599.080702295,197559274194.761,12.7970789017169
1003,NLD,1986,9.969,0.661,103.232,1504.33,,,25230.355891093,202955067861.417,11.7349487486192
1004,NLD,1987,10.399,0.701,113.058,1658.0,,,25527.1845478244,205145123466.15,11.1237142713152
1005,NLD,1988,10.472,0.698,120.049,1771.93,,,26116.9856917939,205910691383.317,10.903194307564
1006,NLD,1989,9.973,0.682,126.614,1880.08,,,27128.8030256642,217937760918.614,9.65226455895818
1007,NLD,1990,10.168,0.711,142.348,2128.32,,,28071.3936102121,234204727172.342,8.3540833371611
1008,NLD,1991,10.144,0.727,152.244,2294.29,,,28528.5228084631,229021490016.212,7.72255536404051
1009,NLD,1992,10.996,0.811,174.608,2651.28,,,28764.4894000502,236672145341.612,7.64420975007157
1010,NLD,1993,11.522,0.861,190.046,2905.87,,,28922.2535876034,231247205236.22,9.23648832110404
1011,NLD,1994,11.406,0.839,192.769,2965.33,,,29616.0286857767,237170933975.442,10.5812475530984
1012,NLD,1995,11.65,0.847,203.723,3149.36,,,30423.9265980667,242309807588.195,9.95880617348457
1013,NLD,1996,11.627,0.839,211.859,3290.28,,,31281.197681906,248701473932.11,9.08223383163291
1014,NLD,1997,11.499,0.808,216.569,3380.78,,,32521.2990839793,259840156734.694,7.7417801983774
1015,NLD,1998,11.641,0.907,258.031,4052.95,,,33796.014515821,270055871037.632,6.15574728272526
1016,NLD,1999,11.952,0.935,283.513,4482.93,,,35225.5881608905,278279136542.037,5.05122221590954
1017,NLD,2000,12.025,0.927,318.355,5069.97,,,36470.6768805727,285266663073.819,4.41430516465736
1018,NLD,2001,11.79,0.95,339.924,5454.48,,,37042.0042378163,303311950488.686,3.65315018506416
1019,NLD,2002,11.427,0.988,376.751,6084.13,,,36885.9991330733,301270918944.148,4.44390673285807
1020,NLD,2003,11.375,1.03,376.391,6107.06,,,36791.24807396,297343995409.711,5.91516537233413
1021,NLD,2004,11.167,1.017,390.264,6354.19,,,37307.9474266061,298384178940.85,6.78278427413426
1022,NLD,2005,11.151,1.014,399.59,6521.26,,,37986.0294117647,297022070750.278,6.9793416924855
1023,NLD,2006,10.669,0.969,408.591,6678.87,,,39297.5651535544,301838520241.146,6.07834047977749
1024,NLD,2007,10.895,0.986,444.177,7276.37,,,40689.1710413869,307870769426.041,5.29655799503685
1025,NLD,2008,9.974,0.925,436.684,7181.53,,,41413.3527909522,311182038971.942,4.76261417704075
1026,NLD,2009,9.608,0.96,425.964,7041.35,,,39689.4736842105,314268742683.606,5.41674367030124
1027,NLD,2010,9.464,0.961,423.464,7036.02,,,40000.4213060488,313587655539.682,6.09364858599907
1028,NLD,2011,9.341,0.956,426.645,7122.02,,,40425.8072245852,315360102022.251,6.03750486895554
