,LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,TOTAL_SPEND,Core inflation,Core inflation index,"Gross domestic product per capita, volume",Real net disposable income of households and non-profit institutions serving households,Unemployment rate
494,FRA,1980,16.389,1.108,108.14,5977.35,,,21003.2701912212,,5.60743360749323
495,FRA,1985,16.577,1.272,165.96,9404.23,,,22149.2136675586,,9.11547091186289
496,FRA,1990,17.282,1.382,252.162,14691.21,,,25423.3694672606,,8.03067911630708
497,FRA,1991,17.702,1.455,275.805,16149.55,,,25573.6620200638,,8.22239775235909
498,FRA,1992,17.619,1.488,290.913,17119.24,,,25825.5270694007,,9.05723863523625
499,FRA,1993,18.002,1.594,315.667,18656.9,,,25537.6971838374,,10.051368820748
500,FRA,1994,17.898,1.582,325.216,19293.39,,,26060.0135884913,,10.6442740728137
501,FRA,1995,15.393,1.521,323.389,19255.0,,,26540.4259036215,,10.0044359528292
502,FRA,1996,15.224,1.505,330.285,19736.02,,,26797.957547383,,10.5165374302245
503,FRA,1997,15.462,1.509,345.815,20737.86,,,27331.2017186352,,10.6792327289619
504,FRA,1998,15.872,1.533,368.527,22181.89,,,28211.0102453253,,10.2598900089612
505,FRA,1999,16.395,1.584,398.617,24117.12,,,28987.5501453627,,9.97522854659671
506,FRA,2000,16.899,1.62,454.16,27666.82,,,29980.9647035063,,8.57586173746901
507,FRA,2001,17.333,1.682,498.362,30581.67,,,30336.3479693894,,7.80785934544893
508,FRA,2002,17.188,1.723,541.758,33487.22,,,30471.4961554986,,7.93574934195229
509,FRA,2003,17.559,1.77,536.658,33406.88,,,30511.2189188527,,8.55519208654399
510,FRA,2004,17.63,1.792,559.044,35056.3,,,31053.8966520601,,8.92264164815865
511,FRA,2005,17.568,1.795,573.536,36236.49,,,31359.6907305849,,8.93043136234558
512,FRA,2006,16.882,1.753,581.556,36999.95,,,31968.8552810508,,8.91069803171195
513,FRA,2007,16.566,1.709,594.425,38053.24,,,32528.454325509,,8.07017212746841
514,FRA,2008,16.263,1.708,606.492,39042.99,,,32394.3852578253,,7.47113991383474
515,FRA,2009,15.71,1.773,609.668,39449.44,,,31331.5767954597,,9.17820905578738
516,FRA,2010,15.368,1.725,621.644,40423.15,,,31738.8548625828,,9.32898446220241
517,FRA,2011,14.966,1.674,622.837,40696.69,,,32288.5130522365,,9.26091117693631
518,FRA,2012,14.416,1.629,619.827,40696.39,,,32247.1402747636,,9.83153293571142
519,FRA,2013,14.896,1.698,676.497,44647.4,,,32304.8936690111,,10.3745929279462
520,FRA,2014,14.696,1.696,680.255,45109.12,,,32458.0566744229,,10.3383131170375
521,FRA,2015,14.419,1.651,673.38,44812.28,,,32665.8288391157,,10.4064222491595
522,FRA,2016,14.129,1.621,695.401,46400.01,,,32863.636108583,,10.1086707469983
523,FRA,2017,14.092,1.6,705.241,47193.33,,,33528.917277359,,9.47684825559796
524,FRA,2018,13.704,1.536,698.524,46911.72,,,33970.3004132768,,9.09660517318957
525,FRA,2019,13.496,1.497,696.842,46954.65,,,34454.6200872911,,8.52321336607083
526,FRA,2020,13.64,1.655,743.835,50284.07,,,31693.4904551233,,8.13957049473752
527,FRA,2021,12.539,1.543,765.575,51938.76,,,33595.2499937716,,7.92333032251209
528,GBR,1970,15.819,0.628,19.614,1091.78,,,,,
529,GBR,1971,15.992,0.642,21.457,1199.37,,,14339.3112573309,,4.1384705652259
530,GBR,1972,15.6,0.638,23.051,1292.84,,,14919.478760005,,4.34321518568607
531,GBR,1973,15.005,0.603,24.357,1368.73,,,15854.3834373833,,3.65095905214002
532,GBR,1974,14.959,0.695,29.428,1654.74,,,15455.4911444626,,3.65305592178072
533,GBR,1975,12.706,0.627,28.643,1610.48,,,15225.1449507345,,4.49592063431264
534,GBR,1976,13.111,0.649,32.064,1802.38,,,15687.3132204355,,5.39423838468659
535,GBR,1977,13.654,0.662,35.612,2001.16,,,16080.9218722193,,5.5938201605845
536,GBR,1978,13.849,0.665,40.438,2272.47,,,16758.5353697177,,5.50619482438525
537,GBR,1979,13.627,0.646,44.467,2501.13,,,17364.2603129445,,5.37617245814829
538,GBR,1980,13.528,0.685,52.095,2933.69,,,16980.8805254749,,6.80925360104758
539,GBR,1981,13.383,0.707,58.075,3271.59,,,16855.8323574293,,9.64735469793073
540,GBR,1982,14.488,0.742,64.976,3659.04,,,17207.5287346112,,10.7164824513989
541,GBR,1983,14.289,0.76,71.72,4040.19,,,17916.4180694652,,11.4713658028001
542,GBR,1984,15.156,0.794,79.042,4459.71,,,18284.0504174866,,11.7735211574617
543,GBR,1985,15.008,0.771,82.486,4664.61,,,18982.6891112919,,11.3576152972768
544,GBR,1986,15.07,0.772,87.199,4942.56,,,19527.7679768541,,11.3244226255532
545,GBR,1987,14.468,0.749,91.868,5218.29,,,20542.6554467995,,10.4333939582132
546,GBR,1988,14.664,0.746,100.894,5743.73,,,21604.6454424064,,8.5744345081536
547,GBR,1989,14.777,0.744,109.306,6238.83,,,22061.2681114985,,7.22145625764158
548,GBR,1990,14.485,0.737,113.364,6489.82,,,22122.5060274643,,7.09865339072413
549,GBR,1991,14.7,0.806,123.888,7114.26,,,21735.4236668466,,8.81684078453241
550,GBR,1992,15.092,0.896,140.457,8087.57,,,21733.5243553009,,9.94834546832854
551,GBR,1993,15.52,0.932,154.532,8919.37,,,22174.8969054302,,10.3764312089897
552,GBR,1994,15.948,0.969,168.843,9770.23,,,22872.403304414,,9.49432221433641
553,GBR,1995,16.126,0.896,176.424,10235.95,,,23352.3998276605,,8.62082695523682
554,GBR,1996,16.546,0.916,193.853,11275.84,,,23898.1156729248,,8.09874366321358
555,GBR,2013,12.301,1.214,449.818,28846.05,,,30633.7472311484,,7.60826945698053
556,GBR,2014,12.181,1.201,456.257,29475.25,,,31372.4476368872,,6.17997666206518
557,GBR,2015,12.076,1.183,458.246,29839.25,,,31816.326217171,,5.3848073128133
558,GBR,2016,11.964,1.164,471.393,30928.85,,,32161.7871069949,,4.89337637726861
559,GBR,2017,11.753,1.128,474.684,31357.08,,,32819.730466384,,4.40234692432138
560,GBR,2018,11.253,1.095,471.311,31323.49,,,33082.0789933169,,4.08051627401554
561,GBR,2019,10.976,1.093,481.75,32198.4,,,33443.4330883123,,3.82796865493304
562,GBR,2020,10.579,1.286,528.752,35469.34,,,29851.8060255512,,4.55442928340221
563,GBR,2021,9.463,1.17,517.288,34671.9,,,32468.0422522603,,4.49220476850078
564,GRC,1988,15.393,0.844,95.012,953.63,,,,,
565,GRC,1989,14.147,0.851,104.155,1050.87,,,,,
566,GRC,1990,14.942,0.907,115.601,1178.76,,,,,
567,GRC,1991,17.082,1.012,135.989,1403.4,,,,,
568,GRC,1992,17.802,1.154,158.029,1643.35,,,,,
569,GRC,1993,17.283,1.257,173.091,1810.6,,,,,
570,GRC,1994,16.73,1.335,190.818,2006.05,,,,,
571,GRC,1995,16.305,1.3,194.263,2051.84,,,14372.8595768821,,9.72011083111551
572,GRC,1996,16.693,1.315,206.003,2185.44,,,14719.2133791304,,10.2587200082176
573,GRC,1997,16.871,1.298,217.478,2318.59,,,15303.5292466818,,10.2757723096358
574,GRC,1998,14.475,1.097,192.313,2061.69,,,15811.7118070072,,11.1742060517783
575,GRC,1999,15.079,1.171,209.652,2256.21,,,16235.2433931241,,12.1837872661218
576,GRC,2000,19.871,1.439,281.854,3045.66,,,16802.7788050043,,11.5810792590467
577,GRC,2001,19.075,1.524,324.459,3524.32,,,17406.2381411555,,10.792378728447
578,GRC,2002,19.949,1.643,389.24,4243.5,,,18022.9233063093,,10.3550109298806
579,GRC,2003,24.572,2.076,503.399,5501.18,,,19021.7577800185,,9.79418026969482
580,GRC,2004,24.716,2.0,519.224,5688.17,,,19935.0571050381,,10.5912007332722
581,GRC,2005,24.944,2.136,547.175,6011.98,,,19995.7460177848,,9.99675923112759
582,GRC,2006,26.709,2.206,615.122,6778.87,,,21062.6517584264,,9.0082349808319
583,GRC,2007,26.848,2.255,651.201,7194.78,,,21696.8567404495,,8.39655587668595
584,GRC,2008,27.566,2.433,734.77,8139.67,,,21566.8130216089,,7.76002200715228
585,GRC,2009,27.349,2.573,748.159,8309.81,,,20585.1000231925,,9.61572797428923
586,GRC,2010,28.766,2.761,749.826,8339.07,,,19432.1965172857,,12.7134441876072
587,GRC,2011,30.981,2.848,709.328,7877.02,,,17485.8063219409,,17.8645408641306
588,GRC,2012,29.002,2.588,622.251,6872.77,,,16334.7973428725,,24.4392979657776
589,GRC,2013,27.424,2.314,572.577,6278.43,,,16039.696078891,,27.4664244201051
590,GRC,2014,28.242,2.229,567.977,6186.64,,,16223.7622793401,,26.4916046085009
591,GRC,2015,27.234,2.239,578.16,6256.2,,,16298.8942152011,,24.8969085567198
592,GRC,2016,27.953,2.362,631.254,6802.37,,,16287.114145267,,23.5392720073007
593,GRC,2017,28.75,2.339,647.113,6959.49,,,16497.5962110663,,21.487637887117
594,GRC,2018,27.342,2.22,632.89,6792.73,,,16806.9131818867,,19.2919113228829
595,GRC,2019,28.35,2.324,666.093,7141.57,,,17128.104234027,,17.3127338844373
596,GRC,2020,30.198,2.87,750.761,8032.09,,,15616.7681909485,,16.304570830049
597,GRC,2021,27.047,2.481,740.123,7822.51,,,17011.1036145321,,14.7139127272333
598,HRV,2011,29.869,2.23,449.42,1923.8,,,10584.1684742682,27007221019.6097,13.6900809985394
599,HRV,2012,30.083,2.255,465.814,1984.54,,,10381.1185405729,26089817689.2943,15.9286097691895
600,HRV,2013,25.348,1.629,349.071,1477.94,,,10391.9841107427,25501599344.8871,17.2437202987102
601,HRV,2014,22.065,1.459,318.187,1336.89,,,10404.896122145,25341416879.3143,17.2873745377708
602,HRV,2015,21.073,1.41,320.895,1332.27,,,10732.3890949448,26135000000.0,16.179775280899
603,HRV,2016,21.665,1.457,362.974,1490.69,,,11199.3527104578,27368537980.1646,13.1165459762264
604,HRV,2017,21.589,1.437,380.543,1537.93,,,11662.2061823876,28088756925.7263,11.2021857923497
605,HRV,2018,20.505,1.384,385.931,1539.39,,,12085.071966564,29151914734.7468,8.42440171531332
606,HRV,2019,20.239,1.377,413.623,1633.56,,,12590.1185008724,30343407986.792,6.61662496524895
607,HRV,2020,20.866,1.613,450.481,1763.28,,,11592.9859460332,30373085231.8834,7.50662759871646
608,HRV,2021,18.0,1.458,469.013,1819.29,,,13305.9995832414,32006865615.8848,7.61078998073218
609,HUN,1991,30.084,1.912,177.438,1840.64,35.7867806342519,0.115620415578853,,,
610,HUN,1992,28.857,1.975,180.992,1876.77,24.8848648638523,0.144392399750675,,,9.50919346813494
611,HUN,1993,30.694,2.121,198.823,2059.31,20.996088799825,0.174709156222525,,,11.5768270204517
612,HUN,1994,30.348,2.241,220.826,2284.08,18.3178535538396,0.206712123604516,,,10.5039115524826
613,HUN,1995,26.713,1.796,183.099,1891.22,26.5615237530439,0.261618013416151,2144038.43947579,13770490075571.6,9.97902397887076
614,HUN,1996,27.273,1.812,188.948,1948.29,24.8548550093557,0.326642791329092,2149494.46419528,13317384649216.9,9.66557653633687
615,HUN,1997,27.639,1.742,192.992,1985.98,18.397526241955,0.386736984581316,2221526.66064557,13359875252123.5,8.51154128042492
616,HUN,2001,29.674,2.026,295.567,3011.11,8.62535415634636,0.584467007908148,2613010.49435116,14832430330701.8,5.5104461376077
617,HUN,2002,28.947,2.061,337.883,3432.42,6.08772836624231,0.6200477717399,2744705.27851847,15567952798910.1,5.61718971923863
618,HUN,2003,27.593,2.241,376.61,3814.89,5.34832382602013,0.653209934448572,2864725.21193435,16638232084263.0,5.66660964228056
619,HUN,2004,29.108,2.258,402.121,4064.3,6.41362925661557,0.695104397911485,3014762.32756507,17684549253334.4,5.88258033844185
620,HUN,2005,31.27,2.497,457.642,4616.26,3.40222152611117,0.718753389366175,3150484.01095859,18495234674006.4,6.97753975245644
621,HUN,2006,31.981,2.488,483.381,4868.31,2.24823642836757,0.734912664896032,3279907.59946264,18796380114885.5,7.23832252695941
622,HUN,2007,31.617,2.278,452.144,4546.66,5.66513456512277,0.776546456298522,3294104.28629107,18168814941891.7,7.16589928031366
623,HUN,2008,31.912,2.262,476.311,4781.3,3.67652987180522,0.805096418732782,3333006.11624329,17749342245866.5,7.57389689179458
624,HUN,2009,32.863,2.373,490.503,4916.14,4.58044949062899,0.8419734535437,3117924.99987529,16979047044140.4,9.71884802486244
625,HUN,2010,33.273,2.478,554.391,5543.92,3.88161808447382,0.874655647382921,3158612.63519094,16883340902039.4,10.81084193736
626,HUN,2011,35.001,2.619,614.461,6127.24,1.63206871868266,0.888930628600049,3226709.07456652,17538377934842.6,10.6689028299295
627,HUN,2012,32.579,2.414,575.517,5709.34,4.78940695872639,0.93150513398447,3202866.08492714,16936419802160.8,10.6729206177188
628,HUN,2013,30.293,2.192,551.813,5459.13,3.48837209302378,0.963999499123468,3269589.49698386,17254644925115.1,9.82217748699883
629,HUN,2014,30.112,2.122,561.219,5537.25,1.92894719750568,0.982594540445779,3417158.09548057,17791633627865.1,7.52559259867521
630,HUN,2015,29.8,2.043,563.595,5547.48,1.77137759653362,0.999999999999998,3552282.18389707,18439842996816.0,6.57813248891977
631,HUN,2016,29.474,2.06,589.379,5784.18,1.4650638617582,1.01465063861758,3641197.702512,19232087182780.5,4.96819001166366
632,HUN,2017,27.751,1.871,554.629,5428.69,1.81044057756352,1.03302028549962,3806856.29680365,20424939548007.8,4.0235126657353
633,HUN,2018,26.762,1.761,563.842,5511.87,2.04007418451588,1.05409466566491,4016081.83425529,22139172725986.2,3.59110097454059
634,HUN,2019,27.435,1.723,574.811,5616.56,3.41530054644868,1.09009516654145,4213339.46567755,23195665703803.4,3.33931964290362
635,HUN,2020,25.663,1.87,621.505,6059.77,3.30825340302055,1.12615827698472,4030901.1687924,23031556168670.5,4.13276521268062
636,HUN,2021,23.003,1.697,632.293,6139.5,4.54772891532856,1.17737290257952,4334416.21538285,24660788614604.1,4.01894311888619
637,IRL,1975,14.749,0.974,37.2,118.65,,,,,
638,IRL,1976,14.869,0.958,38.899,125.96,,,,,
639,IRL,1977,14.717,0.904,41.409,135.91,,,,,
640,IRL,1978,14.189,0.918,48.617,161.85,,,,,
641,IRL,1979,13.191,0.897,52.105,175.79,,,,,
642,IRL,1980,11.707,0.879,55.666,189.98,,,,,
643,IRL,1981,10.527,0.747,51.754,178.71,,,,,
644,IRL,1982,10.546,0.734,54.485,189.92,,,,,
645,IRL,1983,10.115,0.706,54.89,192.7,,,,,
646,IRL,1984,10.509,0.717,59.536,210.31,,,,,
647,IRL,1985,10.539,0.721,63.928,226.18,,,,,
648,IRL,1986,11.044,0.745,68.507,242.49,,,,,
649,IRL,1987,11.546,0.745,73.839,261.39,,,,,
650,IRL,1988,12.019,0.738,79.803,281.3,,,,,
651,IRL,1989,12.994,0.749,91.092,319.82,,,,,
652,IRL,1990,12.777,0.717,96.086,337.64,,,22638.8235913269,,13.0330411516834
653,IRL,1991,11.995,0.728,100.722,355.98,,,22944.7826192085,,14.8092817071205
654,IRL,1992,11.891,0.752,109.326,389.03,,,23518.4593035011,,15.1507986319821
655,IRL,1993,11.968,0.763,118.811,424.9,,,24023.3247922998,,15.8103999016731
656,IRL,1994,12.097,0.759,125.914,452.08,,,25321.0482974945,,14.8579055382545
657,IRL,1995,12.044,0.735,136.152,491.35,,,27642.6451264821,,12.2362139828614
658,IRL,1996,12.882,0.764,152.74,555.59,,,29385.7908576708,,11.9806306764759
659,IRL,1997,12.558,0.734,161.814,594.53,,,32119.4932385449,,10.4575963760392
660,IRL,1998,13.213,0.744,184.401,684.62,,,34526.8404783829,,7.63556792163
661,IRL,1999,13.97,0.78,209.317,785.94,,,37596.1234763734,58799720432.5392,5.72634033281057
662,IRL,2000,14.176,0.836,259.398,987.05,,,40240.5420962954,62680111614.4727,4.37602826550152
663,IRL,2001,14.435,0.923,308.097,1191.18,,,41862.5998447123,69529258501.0509,4.17570285083396
664,IRL,2002,14.779,0.986,357.489,1405.63,,,43477.1470686827,71339154444.7107,4.72598066351687
665,IRL,2003,15.088,1.057,389.095,1555.03,,,44553.8230235022,74145478870.7301,4.83478216984822
666,IRL,2004,15.655,1.13,439.097,1787.24,,,46599.8817083671,78103500109.537,4.72898568457115
667,IRL,2005,15.473,1.182,478.63,1991.06,,,48316.9706546308,84027504833.3186,4.62299915754002
668,IRL,2006,16.465,1.238,527.657,2254.99,,,49517.6429678701,87420263923.9329,4.75045569931673
669,IRL,2007,16.356,1.277,553.508,2434.85,,,50554.9293577269,92642202372.9296,4.98352024655423
670,IRL,2008,15.953,1.456,581.225,2609.44,,,47340.1947041302,99564998467.9118,6.78535830169873
671,IRL,2009,15.135,1.593,583.463,2646.22,,,44348.2836169175,100967139354.936,12.601797933136
672,IRL,2010,14.815,1.559,600.152,2736.79,,,44583.0614954398,98805328896.8917,14.5511866965654
673,IRL,2011,14.047,1.49,588.288,2694.41,,,44933.1048257055,93650769857.4531,15.368746776689
674,IRL,2012,14.169,1.502,616.252,2834.47,,,44704.8790530989,94942403403.456,15.4447318115372
675,IRL,2013,13.256,1.362,568.401,2628.18,,,45275.9134161551,93651931949.3724,13.7225204356639
676,IRL,2014,12.95,1.232,542.059,2524.77,,,48708.3111233627,93695900016.1173,11.8376712632466
677,IRL,2015,12.717,0.933,548.009,2576.71,,,58947.0422100898,97526263611.7792,9.87559598838165
678,IRL,2016,12.705,0.949,578.508,2751.0,,,59636.3784024574,101564931610.343,8.35098433451246
679,IRL,2017,12.59,0.897,589.555,2834.22,,,64847.1428225164,106734113906.322,6.71498047228341
680,IRL,2018,12.161,0.836,593.089,2886.75,,,69586.8098456359,109208874461.323,5.76460499069213
681,IRL,2019,11.5,0.772,572.237,2823.61,,,72467.8335323318,113854632138.508,4.95281810637186
682,IRL,2020,11.376,0.809,611.829,3050.2,,,75870.1645107166,120967415974.761,5.81782852605957
683,IRL,2021,10.67,0.717,625.365,3147.56,,,86396.8500454704,122387039719.131,6.18080094228504
684,ISL,1970,17.13,0.798,28.437,5.81,,,,,
685,ISL,1971,17.31,0.882,38.402,7.91,8.07401267789404,0.0011510794305841,2695630.60925358,,1.51587687943579
686,ISL,1972,17.838,0.891,43.415,9.08,7.76205837677304,0.0012404268879491,2818616.44026022,,1.38986804366741
687,ISL,1973,16.597,0.759,42.803,9.09,19.7481010900244,0.0014853876437291,2966662.3806938,,1.37796741074715
688,ISL,1974,13.78,0.72,46.62,10.03,41.5704968914802,0.002102870667992,3092839.77435255,,1.36349804462721
689,ISL,1975,16.23,0.916,58.281,12.7,48.9229216894555,0.0031316564381243,3074176.52961723,,1.45979829583913
690,ISL,1976,14.845,0.786,56.601,12.46,31.9711217791989,0.0041328821316631,3226274.04465526,,1.44193180704663
691,ISL,1977,14.553,0.763,65.76,14.59,29.4035048248738,0.0053480943286531,3484156.40031703,,1.24110261154183
692,ISL,1978,14.505,0.818,80.924,18.09,43.7011283762825,0.0076852718969024,3664645.83417197,,1.32946853600762
693,ISL,1979,13.522,0.862,92.839,20.96,47.5881709535593,0.0113425522254463,3805966.73458481,,1.3256896304189
694,ISL,1980,16.628,0.981,120.025,27.38,57.7945553678309,0.017897929851507,3982183.31507559,,1.22044791038852
695,ISL,1981,15.576,0.939,128.115,29.56,57.2405411693285,0.0281428017566164,4104495.53578451,,1.29630813063726
696,ISL,1982,16.104,1.017,149.004,34.85,51.7324241367705,0.0427017553253197,4135697.17990868,,1.63153026408617
697,ISL,1983,18.211,1.261,179.242,42.48,81.7569709169426,0.0776134170076653,3994764.89295497,,1.96448872042731
698,ISL,1984,17.058,1.114,164.259,39.34,29.8798108690825,0.100804159218588,4117039.13131925,,2.19878232851979
699,ISL,1985,17.414,1.177,182.192,43.98,30.6481897982481,0.131698809260429,4219047.81373729,,1.8345102004273
700,ISL,1986,16.508,1.191,206.045,50.11,21.9359426383145,0.16058818451514,4450311.01773568,,1.57308127925394
701,ISL,1987,15.35,1.135,225.963,55.56,18.6948346400308,0.190609880061673,4776563.68736665,,1.38986804366742
702,ISL,1988,14.692,1.171,234.682,58.61,23.6937829694559,0.235772571361826,4697356.81834193,,1.55589480837552
703,ISL,1989,15.347,1.196,239.008,60.43,21.2198639190667,0.28580319016329,4656186.73687491,,2.56581211798293
704,ISL,1990,13.98,1.041,220.216,56.12,16.2183285272086,0.332155690485215,4672881.39143136,,2.71643034307803
705,ISL,1991,12.775,0.974,212.391,54.75,7.89258267256901,0.358371352958403,4604390.78451887,,2.71643034307803
706,ISL,1992,13.313,1.042,221.745,57.89,4.54770018233146,0.374669007630316,4396220.7065589,,4.41719205036684
707,ISL,1993,12.78,1.011,216.987,57.22,3.67424102478074,0.388435250015808,4408376.41604472,,5.42032594498632
708,ISL,1994,13.419,1.038,235.052,62.53,2.53333333356166,0.398275609683762,4529692.40320254,,5.44556415655857
709,ISL,1995,13.794,1.084,249.758,66.8,1.49111400086674,0.404214353061794,4511229.97084892,,4.84876051077058
710,ISL,1996,14.277,1.13,269.332,72.43,1.87921756214252,0.411810420173232,4690949.19200074,,3.87304532477255
711,ISL,1997,15.489,1.203,312.746,84.79,1.12350129957244,0.416437115595653,4925061.42430786,,4.02985046073574
712,ISL,1998,14.498,1.227,338.45,92.75,1.9235552607575,0.42444751364044,5231678.47655223,,2.89508188576201
713,ISL,1999,14.402,1.274,370.923,102.89,3.2620190352235,0.438293072329924,5376014.30729798,,2.16221361835625
714,ISL,2000,15.975,1.422,424.768,119.45,4.72664250827165,0.45900961899748,5563726.26904339,,2.46429669671772
715,ISL,2001,15.542,1.36,427.571,121.84,6.54970405446058,0.489073390623322,5707863.17820063,,2.41432751066673
716,ISL,2002,15.404,1.449,470.918,135.4,6.16900340098329,0.519244344724179,5689905.81353964,,3.4044175865477
717,ISL,2003,15.593,1.517,484.45,140.26,3.02652298018148,0.534959394140549,5777671.02362599,,3.50573809313241
718,ISL,2004,15.617,1.457,509.515,148.82,3.20979541917973,0.552130496268144,6158222.11722488,,3.40050377833754
719,ISL,2005,14.719,1.317,482.889,143.29,5.05284222375069,0.580028779113785,6462493.41091585,,2.86282914880588
720,ISL,2006,14.52,1.242,492.809,149.71,6.29111081612015,0.616519032373222,6681066.75542557,,3.18993268949356
721,ISL,2007,13.878,1.159,494.023,153.92,6.55335201890675,0.656921694828197,7080732.27373154,,2.47419765304694
722,ISL,2008,14.873,1.241,537.29,170.54,11.4037416050458,0.731835347453892,7055911.39789919,,3.32591149457291
723,ISL,2009,15.934,1.398,554.651,176.66,11.3941760801139,0.815221955559302,6519241.96820802,,8.02146589464738
724,ISL,2010,16.277,1.361,531.339,168.99,4.68497286679489,0.85341488298141,6358470.54078616,,8.29330319299237
725,ISL,2011,15.622,1.281,517.476,165.08,2.61383832998105,0.875721768306541,6455533.4464326,,7.69992922859165
726,ISL,2012,14.994,1.227,509.66,163.46,4.58747605459859,0.915895294732511,6489612.71782351,,6.62429378531074
727,ISL,2013,13.901,1.136,486.27,157.44,4.0977963402355,0.953426818600449,6720090.97747993,,5.84102493456386
728,ISL,2014,12.971,1.067,466.895,152.85,2.73351979961829,0.979488929461763,6758334.37560477,,5.4116684841877
729,ISL,2015,12.644,1.02,472.054,156.16,2.09405843407623,1.0,6985634.18005744,,4.50152257381173
730,ISL,2016,11.588,0.938,455.666,152.85,2.16239296198899,1.02162392961989,7324139.53838402,,3.34491187443716
731,ISL,2017,10.95,0.905,450.201,154.6,2.42625375179912,1.04641111854157,7453599.32066395,,3.27597195666029
732,ISL,2018,10.759,0.901,455.714,160.74,2.52666656113131,1.07285043836572,7611873.02803232,,3.12225705329166
733,ISL,2019,11.082,0.951,478.53,172.54,2.93251641133274,1.10431195353985,7583679.43092624,,3.92953929539295
734,ISL,2020,11.426,1.099,529.272,193.96,2.88711747848336,1.13619473696748,6923191.48170805,,6.43007295659713
735,ISL,2021,11.847,1.153,604.981,225.37,4.37728798584317,1.18592925268454,7118729.33605638,,5.98608445297505
736,ISL,2022,11.902,1.02,632.479,241.61,7.79429584286659,1.27836408712587,7479381.96794055,,3.74583477166721
737,ISR,2006,13.333,0.895,232.584,1640.58,1.31675971768675,0.853870738636366,118183.971220484,,10.4759671470536
738,ISR,2007,13.602,0.911,252.131,1810.33,-0.145560407569164,0.852627840909093,123076.16121022,,9.147672881483
739,ISR,2008,13.435,0.917,247.078,1805.84,2.42607246980415,0.873313210227274,124858.3684019,,7.72834430682654
740,ISR,2009,14.012,0.969,267.541,2002.7,4.62539392091088,0.913707386363638,123901.371736356,,9.47656071066908
741,ISR,2010,13.623,0.938,268.492,2046.88,2.53595025262347,0.936878551136366,128462.614835008,,8.33683595009442
742,ISR,2011,13.436,0.919,279.705,2172.13,3.03231308632606,0.965287642045456,133316.827558667,,7.11051383148621
743,ISR,2012,13.25,0.924,294.604,2330.46,1.34277568288423,0.978249289772729,134203.829042426,,6.86874770320412
744,ISR,2013,12.957,0.902,290.03,2337.5,0.934749069788592,0.987393465909093,137333.335025648,,6.20626089570604
745,ISR,2014,12.858,0.906,287.708,2363.72,0.85416292033792,0.995827414772728,140393.672055089,,5.87333828514172
746,ISR,2015,13.401,0.941,309.568,2594.21,0.419006864580277,0.999999999999998,140459.000632676,,5.23442724747722
747,ISR,2016,13.062,0.927,329.683,2817.47,0.0355113636361982,1.00035511363636,143740.056734018,,4.82165115674811
748,ISR,2017,12.706,0.912,333.69,2907.54,-0.0088746893857746,1.00026633522727,147164.312914586,,4.21884050540518
749,ISR,2018,13.247,0.957,364.146,3234.64,0.60353243986945,1.00630326704546,150405.847538848,,3.98081360340149
750,ISR,2019,13.316,0.955,360.875,3267.36,0.714600794001508,1.01349431818183,153122.938631429,,3.80968769952993
751,ISR,2020,15.707,1.211,451.622,4161.74,-0.148913805187123,1.01198508522727,148312.643107335,,4.28072299990597
752,ITA,1988,23.07,1.534,242.881,13754.18,,,23567.652247524,1000222015246.39,10.0656839813975
753,ITA,1989,23.294,1.545,261.488,14818.99,,,24368.320843617,1032823458460.56,9.83687172863505
754,ITA,1990,21.43,1.498,273.02,15485.49,,,24823.2300107987,1054972287502.02,8.78618718030925
755,ITA,1991,20.922,1.512,290.283,16476.03,,,25178.5995081953,1083951884769.57,8.26958163093057
756,ITA,1992,21.474,1.524,301.412,17119.32,,,25345.0524187493,1089510925362.13,8.47320254701716
757,ITA,1993,20.351,1.438,284.56,16172.06,,,25112.2683306938,1044606450136.83,9.79742150675394
758,ITA,1994,20.117,1.39,284.259,16158.25,,,25679.9017710823,1042482541340.52,10.7246141957189
759,ITA,1995,19.534,1.338,286.138,16265.32,,,26439.9482311502,1045513114076.03,11.2573378804554
760,ITA,1996,19.968,1.387,305.288,17358.76,,,26696.8658272995,1059002657284.47,11.2533101931681
761,ITA,1997,20.183,1.455,333.384,18966.34,,,27206.4355321812,1060906769697.72,11.3223852927019
762,ITA,1998,20.643,1.496,358.5,20401.07,,,27637.6331785185,1048735884404.6,11.3709070073802
763,ITA,1999,21.177,1.549,381.619,21720.35,,,28064.6440474873,1061262327478.04,10.9470634758132
764,ITA,2000,21.158,1.601,429.62,24463.47,,,29207.2262877555,1071804550152.64,10.0496796961569
765,ITA,2001,21.92,1.696,471.653,26872.01,,,29696.6696969803,1095806558689.51,9.06188059037902
766,ITA,2002,21.865,1.72,501.305,28603.97,,,29713.3060546718,1105044010529.63,8.57313577491479
767,ITA,2003,21.375,1.674,489.341,28045.7,,,29625.158538795,1108751977728.27,8.47805797819668
768,ITA,2004,20.996,1.714,514.622,29686.14,,,29752.2212346226,1122740337932.16,8.01809942777569
769,ITA,2005,20.37,1.699,510.092,29569.77,,,29885.8951943294,1128298346379.37,7.7485443786429
770,ITA,2006,20.124,1.698,535.788,31152.85,,,30332.206048298,1138792922426.2,6.84811714213643
771,ITA,2007,20.002,1.627,539.188,31509.24,,,30544.9807850065,1153343239224.59,6.19435530283419
